Date,Treatment,Timepoint,Tank_ID,Time,Initials,Dark Adapt Mins,Plug #,Mem,Fluorescence yield (F),Max fluorescence yield (M = Fm),YIELD (Y),Fv/Fm (Y/1000),Notes
20250618,Recovery,20250618,BT1/2,14:15,JH/PP,30,1145,2707,325,1248,739,0.739,
20250620,Recovery,20250620,BT1/2,14:15,PP/TJW,30,1145,2721,1214,3910,689,0.689,
20250620,Recovery,20250620,BT1/2,14:15,PP/TJW,30,1538,2722,1602,3910,590,0.59,
20250620,Recovery,20250620,BT1/2,14:15,PP/TJW,30,1211,2723,1464,3910,625,0.625,
20250620,Recovery,20250620,BT1/2,14:15,PP/TJW,30,2852,2724,1858,3910,524,0.524,
20250620,Recovery,20250620,BT1/2,14:15,PP/TJW,30,1108,2725,1531,3910,608,0.608,
20250620,Recovery,20250620,BT1/2,14:15,PP/TJW,30,1549,2726,1861,3910,524,0.524,
20250620,Recovery,20250620,BT1/2,14:15,PP/TJW,30,1548,2727,1733,3910,556,0.556,
20250620,Recovery,20250620,BT1/2,14:15,PP/TJW,30,1339,2728,1116,3574,687,0.687,
20250623,Recovery,20250623,BT1/2,12:30,TJW/JH,30,1538,2742,527,1835,712,0.712,
20250623,Recovery,20250623,BT1/2,12:30,TJW/JH,30,1145,2743,388,1497,740,0.74,
20250623,Recovery,20250623,BT1/2,12:30,TJW/JH,30,1211,2744,455,1745,739,0.739,
20250623,Recovery,20250623,BT1/2,12:30,TJW/JH,30,2852,2745,478,1760,723,0.723,
20250623,Recovery,20250623,BT1/2,12:30,TJW/JH,30,1108,2746,378,1514,750,0.75,
20250623,Recovery,20250623,BT1/2,12:30,TJW/JH,30,1549,2747,514,1747,705,0.705,
20250623,Recovery,20250623,BT1/2,12:30,TJW/JH,30,1339,2748,374,1383,729,0.729,
20250623,Recovery,20250623,BT1/2,12:30,TJW/JH,30,1548,2749,472,1368,654,0.654,
20250624,Recovery,20250624,BT1/2,12:30,PP/TJW,30,2852,2751,399,1476,729,0.729,
20250624,Recovery,20250624,BT1/2,12:30,PP/TJW,30,1211,2752,428,1604,733,0.733,
20250624,Recovery,20250624,BT1/2,12:30,PP/TJW,30,1108,2753,447,1684,734,0.734,
20250624,Recovery,20250624,BT1/2,12:30,PP/TJW,30,1145,2754,411,1516,728,0.728,
20250624,Recovery,20250624,BT1/2,12:30,PP/TJW,30,1538,2755,498,1712,709,0.709,
20250624,Recovery,20250624,BT1/2,12:30,PP/TJW,30,1549,2756,478,1624,705,0.705,
20250624,Recovery,20250624,BT1/2,12:30,PP/TJW,30,1548,2757,413,1243,667,0.667,
20250624,Recovery,20250624,BT1/2,12:30,PP/TJW,30,1339,2758,342,1258,728,0.728,
20250626,Recovery,20250626,BT1/2,13:20,JH,30,1549,2873,414,1504,724,0.724,
20250626,Recovery,20250626,BT1/2,13:20,JH,30,2852,2874,377,1460,741,0.741,
20250626,Recovery,20250626,BT1/2,13:20,JH,30,1108,2875,528,1932,726,0.726,
20250626,Recovery,20250626,BT1/2,13:20,JH,30,1211,2876,345,1368,747,0.747,
20250626,Recovery,20250626,BT1/2,13:20,JH,30,1145,2877,402,1521,735,0.735,
20250626,Recovery,20250626,BT1/2,13:20,JH,30,1538,2878,546,1929,716,0.716,
20250626,Recovery,20250626,BT1/2,13:20,JH,30,1339,2879,434,1552,720,0.72,
20250626,Recovery,20250626,BT1/2,13:20,JH,30,1548,2880,458,1255,635,0.635,
20250630,Recovery,20250630,BT1/2,15:05,JH,30,1549,2989,625,1797,652,0.652,Fo seemed very high for all samples
20250630,Recovery,20250630,BT1/2,15:05,JH,30,1211,2990,558,1692,670,0.67,Fo seemed very high for all samples
20250630,Recovery,20250630,BT1/2,15:05,JH,30,1108,2991,586,1726,660,0.66,Fo seemed very high for all samples
20250630,Recovery,20250630,BT1/2,15:05,JH,30,1538,2992,576,1548,627,0.627,Fo seemed very high for all samples
20250630,Recovery,20250630,BT1/2,15:05,JH,30,1339,2993,527,1487,645,0.645,Fo seemed very high for all samples
20250630,Recovery,20250630,BT1/2,15:05,JH,30,2852,2994,572,1643,651,0.651,Fo seemed very high for all samples
20250630,Recovery,20250630,BT1/2,15:05,JH,30,1548,2995,567,1283,558,0.558,Fo seemed very high for all samples
20250630,Recovery,20250630,BT1/2,15:05,JH,30,1145,2996,551,1518,637,0.637,Fo seemed very high for all samples
20250701,Acclimation,20250701,1,20:48,JA;ZD,48,1252,3004,344,1036,667,0.667,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,1,20:48,JA;ZD,48,1250,3005,391,1145,658,0.658,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,1,20:48,JA;ZD,48,1739,3006,614,1609,618,0.618,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,1,20:48,JA;ZD,48,1108,3007,505,1516,666,0.666,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,4,20:48,JA;ZD,48,1056,3008,577,1603,640,0.64,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,4,20:48,JA;ZD,48,1461,3009,559,1533,635,0.635,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,4,20:48,JA;ZD,48,2852,3011,375,1082,653,0.653,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,4,20:48,JA;ZD,48,2360,3012,542,1267,572,0.572,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,5,20:48,JA;ZD,48,1560,3013,730,1948,625,0.625,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,5,20:48,JA;ZD,48,1549,3014,383,1106,653,0.653,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,5,20:48,JA;ZD,48,1441,3015,495,1399,646,0.646,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,5,20:48,JA;ZD,48,1086,3016,421,1130,627,0.627,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,2,20:48,JA;ZD,48,1211,3017,394,1205,673,0.673,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,2,20:48,JA;ZD,48,1248,3020,379,964,606,0.606,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,2,20:48,JA;ZD,48,1494,3021,481,1415,660,0.66,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,2,20:48,JA;ZD,48,2084,3018,640,1482,568,0.568,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,6,20:48,JA;ZD,48,1041,3023,356,1032,655,0.655,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,6,20:48,JA;ZD,48,1472,3024,423,1244,659,0.659,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,6,20:48,JA;ZD,48,1563,3026,446,1240,640,0.64,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,6,20:48,JA;ZD,48,1631,3025,490,1283,618,0.618,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,3,20:48,JA;ZD,48,1339,3028,403,1134,644,0.644,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,3,20:48,JA;ZD,48,1113,3029,657,1530,570,0.57,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,3,20:48,JA;ZD,48,1458,3030,466,1166,600,0.6,Decreased measuring light to 9 from 11 due to high Fo
20250701,Acclimation,20250701,3,20:48,JA;ZD,48,1597,3031,370,1105,665,0.665,Decreased measuring light to 9 from 11 due to high Fo
20250702,Acclimation,20250702,2,7:38,ZD,overnight,1248,3044,556,1454,617,0.617,
20250702,Acclimation,20250702,2,7:38,ZD,overnight,2084,3045,622,1374,547,0.547,
20250702,Acclimation,20250702,2,7:38,ZD,overnight,1211,3046,466,1372,660,0.66,
20250702,Acclimation,20250702,2,7:38,ZD,overnight,1494,3047,559,1622,655,0.655,
20250702,Acclimation,20250702,1,7:38,ZD,overnight,1739,3048,561,1352,585,0.585,
20250702,Acclimation,20250702,1,7:38,ZD,overnight,1252,3049,536,1574,659,0.659,
20250702,Acclimation,20250702,1,7:38,ZD,overnight,1250,3051,310,798,611,0.611,
20250702,Acclimation,20250702,1,7:38,ZD,overnight,1108,3052,416,1201,653,0.653,
20250702,Acclimation,20250702,3,7:38,ZD,overnight,1458,3053,541,1311,587,0.587,
20250702,Acclimation,20250702,3,7:38,ZD,overnight,1113,3054,583,1236,528,0.528,
20250702,Acclimation,20250702,3,7:38,ZD,overnight,1597,3055,382,1111,656,0.656,
20250702,Acclimation,20250702,3,7:38,ZD,overnight,1339,3056,417,1170,643,0.643,
20250702,Acclimation,20250702,6,8:07,ZD,overnight,1472,3058,313,889,647,0.647,
20250702,Acclimation,20250702,6,8:07,ZD,overnight,1631,3059,702,1744,597,0.597,
20250702,Acclimation,20250702,6,8:07,ZD,overnight,1041,3060,502,1425,647,0.647,
20250702,Acclimation,20250702,6,8:07,ZD,overnight,1563,3061,339,912,628,0.628,
20250702,Acclimation,20250702,5,8:08,ZD,overnight,1441,3062,388,1013,616,0.616,
20250702,Acclimation,20250702,5,8:08,ZD,overnight,1549,3063,409,1163,648,0.648,
20250702,Acclimation,20250702,5,8:08,ZD,overnight,1560,3064,777,1929,597,0.597,
20250702,Acclimation,20250702,5,8:08,ZD,overnight,1086,3065,333,848,607,0.607,
20250702,Acclimation,20250702,4,8:10,ZD,overnight,2852,3066,428,1247,656,0.656,
20250702,Acclimation,20250702,4,8:10,ZD,overnight,2360,3067,555,1223,546,0.546,
20250702,Acclimation,20250702,4,8:10,ZD,overnight,1461,3068,456,1181,613,0.613,
20250702,Acclimation,20250702,4,8:15,ZD,overnight,1056,3069,359,958,625,0.625,
20250702,Acclimation,20250702,1,11:55,JH/ZD,30,1250,3073,374,1180,683,0.683,
20250702,Acclimation,20250702,1,11:55,JH/ZD,30,1739,3074,390,1003,611,0.611,
20250702,Acclimation,20250702,1,11:55,JH/ZD,30,1252,3075,301,880,657,0.657,
20250702,Acclimation,20250702,1,11:55,JH/ZD,30,1250,3076,413,1213,659,0.659,
20250702,Acclimation,20250702,3,12:04,JH/ZD,40,1597,3077,350,977,641,0.641,
20250702,Acclimation,20250702,3,12:04,JH/ZD,40,1339,3078,496,1339,629,0.629,
20250702,Acclimation,20250702,3,12:04,JH/ZD,40,1458,3079,353,885,601,0.601,
20250702,Acclimation,20250702,3,12:04,JH/ZD,40,1113,3080,609,1248,512,0.512,
20250702,Acclimation,20250702,5,12:06,JH/ZD,40,1441,3081,542,1410,615,0.615,
20250702,Acclimation,20250702,5,12:06,JH/ZD,40,1086,3082,337,811,584,0.584,
20250702,Acclimation,20250702,5,12:06,JH/ZD,40,1560,3083,475,1145,585,0.585,
20250702,Acclimation,20250702,5,12:06,JH/ZD,40,1549,3084,553,1494,629,0.629,
20250702,Acclimation,20250702,4,12:09,JH/ZD,45,1056,3085,433,1278,661,0.661,
20250702,Acclimation,20250702,4,12:09,JH/ZD,45,1461,3086,544,1471,630,0.630,
20250702,Acclimation,20250702,4,12:09,JH/ZD,45,2360,3087,537,1275,578,0.578,
20250702,Acclimation,20250702,4,12:09,JH/ZD,45,2852,3088,427,1260,661,0.661,
20250702,Acclimation,20250702,6,12:11,JH/ZD,45,1563,3089,402,1108,637,0.637,
20250702,Acclimation,20250702,6,12:11,JH/ZD,45,1472,3090,358,1057,659,0.659,
20250702,Acclimation,20250702,6,12:11,JH/ZD,45,1631,3091,838,2189,617,0.617,
20250702,Acclimation,20250702,6,12:11,JH/ZD,45,1041,3092,523,1474,645,0.645,
20250702,Acclimation,20250702,2,12:15,JH/ZD,50,2084,3093,586,1260,534,0.534,
20250702,Acclimation,20250702,2,12:15,JH/ZD,50,1211,3094,340,905,624,0.624,
20250702,Acclimation,20250702,2,12:15,JH/ZD,50,1248,3095,511,1215,579,0.579,
20250702,Acclimation,20250702,2,12:15,JH/ZD,50,1494,3096,562,1647,658,0.658,
20250702,Acclimation,20250702,5,13:30,JH,30,1549,3098,395,1122,647,0.647,
20250702,Acclimation,20250702,5,13:30,JH,30,1441,3099,400,1072,626,0.626,
20250702,Acclimation,20250702,5,13:30,JH,30,1086,3100,374,936,600,0.6,
20250702,Acclimation,20250702,5,13:30,JH,30,1560,3101,635,1659,617,0.617,
20250702,Acclimation,20250702,1,13:30,JH,30,1739,3102,668,1616,586,0.586,
20250702,Acclimation,20250702,1,13:30,JH,30,1250,3103,408,1268,678,0.678,
20250702,Acclimation,20250702,1,13:30,JH,30,1108,3104,563,1786,684,0.684,
20250702,Acclimation,20250702,1,13:30,JH,30,1252,3105,416,1262,670,0.67,
20250702,Acclimation,20250702,3,13:30,JH,30,1458,3106,472,1120,578,0.578,
20250702,Acclimation,20250702,3,13:30,JH,30,1597,3107,380,1077,647,0.647,
20250702,Acclimation,20250702,3,13:30,JH,30,1339,3108,450,1209,627,0.627,
20250702,Acclimation,20250702,3,13:30,JH,30,1113,3109,478,1006,524,0.524,
20250702,Acclimation,20250702,4,13:30,JH,30,2852,3110,453,1375,670,0.67,
20250702,Acclimation,20250702,4,13:30,JH,30,2360,3111,717,1740,587,0.587,
20250702,Acclimation,20250702,4,13:30,JH,30,1461,3112,520,1530,660,0.66,
20250702,Acclimation,20250702,4,13:30,JH,30,1056,3113,591,1789,669,0.669,
20250702,Acclimation,20250702,6,13:30,JH,30,1041,3114,513,1589,677,0.677,
20250702,Acclimation,20250702,6,13:30,JH,30,1472,3115,401,1250,679,0.679,
20250702,Acclimation,20250702,6,13:30,JH,30,1631,3116,654,1720,619,0.619,
20250702,Acclimation,20250702,6,13:30,JH,30,1563,3117,394,1138,653,0.653,
20250702,Acclimation,20250702,2,13:30,JH,30,1494,3118,308,913,662,0.662,
20250702,Acclimation,20250702,2,13:30,JH,30,1211,3119,381,1076,645,0.645,
20250702,Acclimation,20250702,2,13:30,JH,30,2084,3120,594,1377,568,0.568,
20250702,Acclimation,20250702,2,13:30,JH,30,1248,3121,522,1241,579,0.579,
