"gene_id","ImpulseDE2_padj","ImpulseDE2_response_type","ImpulseDE2_response_class","is_DE","Mfuzz_cluster","Mfuzz_membership","Mfuzz_highconf","Mfuzz_pattern","WGCNA_module","kME_own","is_hub","count_FOXO3","count_HSF1","count_NFE2L2","has_HSF1","has_FOXO3","has_NFE2L2","SwissProt_BlastHit","SwissProt_BlastEval","SwissProt_ProteinName","BiologicalProcess","GeneOntologyIDs","CellularComponent","MolecularFunction"
"Porites_compressa_HIv1___RNAseq.g9668.t2",0.183685471792645,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",0.234045718050323,FALSE,0,0,1,FALSE,FALSE,TRUE,"Q9UPN3",0,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5 (620 kDa actin-binding protein) (ABP620) (Actin cross-linking family protein 7) (Macrophin-1) (Trabeculin-alpha)","Golgi to plasma membrane protein transport [GO:0043001]; intermediate filament cytoskeleton organization [GO:0045104]; positive regulation of axon extension [GO:0045773]; positive regulation of Wnt signaling pathway [GO:0030177]; regulation of cell migration [GO:0030334]; regulation of epithelial cell migration [GO:0010632]; regulation of focal adhesion assembly [GO:0051893]; regulation of microtubule-based process [GO:0032886]; regulation of neuron projection arborization [GO:0150011]; Wnt signaling pathway [GO:0016055]; wound healing [GO:0042060]","GO:0003723; GO:0003779; GO:0005198; GO:0005509; GO:0005737; GO:0005794; GO:0005856; GO:0005874; GO:0005886; GO:0010632; GO:0015629; GO:0016020; GO:0016055; GO:0030177; GO:0030334; GO:0032587; GO:0032886; GO:0042060; GO:0043001; GO:0045104; GO:0045296; GO:0045773; GO:0051011; GO:0051015; GO:0051893; GO:0150011","actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; microtubule [GO:0005874]; plasma membrane [GO:0005886]; ruffle membrane [GO:0032587]","actin binding [GO:0003779]; actin filament binding [GO:0051015]; cadherin binding [GO:0045296]; calcium ion binding [GO:0005509]; microtubule minus-end binding [GO:0051011]; RNA binding [GO:0003723]; structural molecule activity [GO:0005198]"
"Porites_compressa_HIv1___RNAseq.g9669.t1",0.00937111443215873,"Transient","transient_down",TRUE,4,0.829310436406563,TRUE,"U-shaped Dip (12h)","ME3",0.622782688142703,FALSE,1,0,0,FALSE,TRUE,FALSE,"Q0VFL3",2.98e-66,"KH domain-containing, RNA-binding, signal transduction-associated protein 2","mRNA processing [GO:0006397]","GO:0003723; GO:0005634; GO:0006397","nucleus [GO:0005634]","RNA binding [GO:0003723]"
"Porites_compressa_HIv1___RNAseq.g9670.t1",0.860901509123856,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",-0.016762320191252,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q924H0",4.01e-46,"Neuropeptide FF receptor 2 (G-protein coupled receptor 74) (Neuropeptide NPFF receptor)","G protein-coupled receptor signaling pathway [GO:0007186]; regulation of MAPK cascade [GO:0043408]","GO:0005886; GO:0007186; GO:0008188; GO:0015629; GO:0031628; GO:0043408","actin cytoskeleton [GO:0015629]; plasma membrane [GO:0005886]","neuropeptide receptor activity [GO:0008188]; opioid receptor binding [GO:0031628]"
"Porites_compressa_HIv1___TS.g4315.t2",1,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",-0.602357482304252,FALSE,1,0,0,FALSE,TRUE,FALSE,"O93429",4.29e-74,"Serotransferrin","antibacterial humoral response [GO:0019731]; iron ion transport [GO:0006826]","GO:0005615; GO:0005769; GO:0005886; GO:0006826; GO:0019731; GO:0046872; GO:0055037","early endosome [GO:0005769]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]","metal ion binding [GO:0046872]"
"Porites_compressa_HIv1___RNAseq.g9672.t1",3.87314826257836e-06,"Monotonous","transition_down",TRUE,2,0.437978998771573,FALSE,"Sustained Down (12h)","ME2",0.834280327749234,FALSE,1,1,0,TRUE,TRUE,FALSE,"Q8L636",1.79e-60,"Sodium/calcium exchanger NCL (Na(+)/Ca(2+)-exchange protein NCL) (Protein NCX-like) (AtNCL)","calcium ion homeostasis [GO:0055074]; cellular response to salt stress [GO:0071472]","GO:0000325; GO:0003729; GO:0005432; GO:0005509; GO:0005773; GO:0005774; GO:0005886; GO:0009506; GO:0016020; GO:0055074; GO:0071472","membrane [GO:0016020]; plant-type vacuole [GO:0000325]; plasma membrane [GO:0005886]; plasmodesma [GO:0009506]; vacuolar membrane [GO:0005774]; vacuole [GO:0005773]","calcium ion binding [GO:0005509]; calcium:sodium antiporter activity [GO:0005432]; mRNA binding [GO:0003729]"
"Porites_compressa_HIv1___RNAseq.g9673.t1",0.154553152357286,"Other",NA,FALSE,NA,NA,NA,NA,"ME1",0.792679939641116,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q9VKJ9",1.1e-141,"Coiled-coil and C2 domain-containing protein 1-like (Lethal (2) giant discs 1 protein)","compound eye development [GO:0048749]; endosomal transport [GO:0016197]; endosome transport via multivesicular body sorting pathway [GO:0032509]; female germ-line stem cell asymmetric division [GO:0048132]; imaginal disc-derived wing vein morphogenesis [GO:0008586]; intracellular protein transport [GO:0006886]; mitotic cytokinesis [GO:0000281]; negative regulation of Notch signaling pathway [GO:0045746]; Notch signaling pathway [GO:0007219]; positive regulation of intralumenal vesicle formation [GO:1905367]; regulation of transcription by RNA polymerase II [GO:0006357]; sensory organ development [GO:0007423]; sensory organ precursor cell division [GO:0045035]; wing disc morphogenesis [GO:0007472]","GO:0000281; GO:0000978; GO:0000981; GO:0001227; GO:0005634; GO:0005737; GO:0005829; GO:0005938; GO:0006357; GO:0006886; GO:0007219; GO:0007423; GO:0007472; GO:0008586; GO:0010008; GO:0016197; GO:0016327; GO:0032509; GO:0045035; GO:0045746; GO:0048132; GO:0048749; GO:0098592; GO:1901981; GO:1905367","apicolateral plasma membrane [GO:0016327]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytoplasmic side of apical plasma membrane [GO:0098592]; cytosol [GO:0005829]; endosome membrane [GO:0010008]; nucleus [GO:0005634]","DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; phosphatidylinositol phosphate binding [GO:1901981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]"
"Porites_compressa_HIv1___TS.g4318.t1a",0.776900547779377,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",-0.399417221065878,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q921N8",4.71e-11,"G protein pathway suppressor 2 (GPS-2)","B cell differentiation [GO:0030183]; negative regulation of B cell receptor signaling pathway [GO:0050859]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of inflammatory response [GO:0050728]; negative regulation of JNK cascade [GO:0046329]; negative regulation of protein K63-linked ubiquitination [GO:1900045]; negative regulation of toll-like receptor signaling pathway [GO:0034122]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of tumor necrosis factor-mediated signaling pathway [GO:0010804]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of peroxisome proliferator activated receptor signaling pathway [GO:0035360]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of fat cell differentiation [GO:0045598]; regulation of lipid metabolic process [GO:0019216]; response to mitochondrial depolarisation [GO:0098780]","GO:0000122; GO:0003713; GO:0003714; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0010804; GO:0010875; GO:0017053; GO:0019216; GO:0030183; GO:0030332; GO:0034122; GO:0035360; GO:0045598; GO:0045599; GO:0045944; GO:0046329; GO:0050728; GO:0050859; GO:0098780; GO:1900045","cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription repressor complex [GO:0017053]","cyclin binding [GO:0030332]; transcription coactivator activity [GO:0003713]; transcription corepressor activity [GO:0003714]"
"Porites_compressa_HIv1___TS.g4318.t1b",0.359126376996544,"Other",NA,FALSE,NA,NA,NA,NA,"ME8",0.709614487935813,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Porites_compressa_HIv1___RNAseq.g9676.t1",0.40349580358041,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",-0.0805980318382912,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q54TR1",1.69e-96,"Counting factor associated protein D","G protein-coupled chemorepellent receptor signaling pathway [GO:0140986]; immune response [GO:0006955]; negative regulation of asexual reproduction [GO:1903665]; positive regulation of apoptotic signaling pathway [GO:2001235]; protein localization to plasma membrane [GO:0072659]; proteolysis [GO:0006508]; sorocarp morphogenesis [GO:0031288]","GO:0005576; GO:0005615; GO:0005764; GO:0006508; GO:0006955; GO:0031288; GO:0031410; GO:0072659; GO:0140986; GO:1903665; GO:2001235","cytoplasmic vesicle [GO:0031410]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; lysosome [GO:0005764]",""
"Porites_compressa_HIv1___RNAseq.g9677.t1",0.945608965359656,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",-0.168760004574833,FALSE,1,0,0,FALSE,TRUE,FALSE,"Q5BJE1",5.14e-10,"Coiled-coil domain-containing protein 178","","GO:0036064","ciliary basal body [GO:0036064]",""
"Porites_compressa_HIv1___RNAseq.g9678.t1",0.00293671233454856,"Other","unclassified",TRUE,5,0.469341010523699,FALSE,"Sustained Up (3h)","ME1",0.549220702868441,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q9Z309",4.17e-57,"Calcium and integrin-binding family member 2 (Kinase-interacting protein 2) (KIP 2)","calcium ion homeostasis [GO:0055074]; cellular response to ATP [GO:0071318]; photoreceptor cell maintenance [GO:0045494]; positive regulation of cytosolic calcium ion concentration [GO:0007204]","GO:0000287; GO:0001750; GO:0001917; GO:0005178; GO:0005509; GO:0005737; GO:0005829; GO:0005927; GO:0007204; GO:0031594; GO:0032420; GO:0032437; GO:0042383; GO:0042803; GO:0044877; GO:0045494; GO:0055074; GO:0071318","cuticular plate [GO:0032437]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; muscle tendon junction [GO:0005927]; neuromuscular junction [GO:0031594]; photoreceptor inner segment [GO:0001917]; photoreceptor outer segment [GO:0001750]; sarcolemma [GO:0042383]; stereocilium [GO:0032420]","calcium ion binding [GO:0005509]; integrin binding [GO:0005178]; magnesium ion binding [GO:0000287]; protein homodimerization activity [GO:0042803]; protein-containing complex binding [GO:0044877]"
"Porites_compressa_HIv1___RNAseq.16_t",0.000696562241153223,"Monotonous","transition_down",TRUE,3,0.591560372097905,TRUE,"Sustained Down (3h)","ME4",0.906082526128423,TRUE,0,0,0,FALSE,FALSE,FALSE,"B3TP03",1.06e-124,"Cationic amino acid transporter 2 (CAT-2) (CAT2) (cCAT-2) (Low affinity cationic amino acid transporter 2) (Solute carrier family 7 member 2)","L-arginine import across plasma membrane [GO:0097638]; L-lysine import across plasma membrane [GO:0097639]; L-ornithine transmembrane transport [GO:1903352]","GO:0000064; GO:0005737; GO:0005794; GO:0005886; GO:0015189; GO:0031410; GO:0061459; GO:0097638; GO:0097639; GO:1903352","cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]","L-arginine transmembrane transporter activity [GO:0061459]; L-lysine transmembrane transporter activity [GO:0015189]; L-ornithine transmembrane transporter activity [GO:0000064]"
"Porites_compressa_HIv1___TS.g4323.t1",0.423673304033568,"Other",NA,FALSE,NA,NA,NA,NA,"ME6",0.705152806211331,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Porites_compressa_HIv1___RNAseq.17_t",0.161708638706831,"Other",NA,FALSE,NA,NA,NA,NA,"ME1",0.787844324880747,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q91738",0,"Focal adhesion kinase 1 (FADK 1) (EC 2.7.10.2) (Protein-tyrosine kinase 2) (pp125FAK)","positive regulation of cell population proliferation [GO:0008284]; regulation of cellular component organization [GO:0051128]; signal complex assembly [GO:0007172]","GO:0004715; GO:0005524; GO:0005737; GO:0005886; GO:0005925; GO:0007172; GO:0008284; GO:0036064; GO:0051128","ciliary basal body [GO:0036064]; cytoplasm [GO:0005737]; focal adhesion [GO:0005925]; plasma membrane [GO:0005886]","ATP binding [GO:0005524]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]"
"Porites_compressa_HIv1___RNAseq.g9681.t1",0.584822128296324,"Other",NA,FALSE,NA,NA,NA,NA,"ME1",0.422370214426025,FALSE,0,1,0,TRUE,FALSE,FALSE,"Q505D1",8.6e-86,"Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A (PP6-ARS-A) (Serine/threonine-protein phosphatase 6 regulatory subunit ARS-A) (Ankyrin repeat domain-containing protein 28) (Phosphatase interactor targeting protein hnRNP K) (PITK)","","GO:0005654","nucleoplasm [GO:0005654]",""
"Porites_compressa_HIv1___RNAseq.g9686.t1",0.637695550100831,"Other",NA,FALSE,NA,NA,NA,NA,"ME5",0.949139167318485,TRUE,0,0,0,FALSE,FALSE,FALSE,"P50894",4.77e-100,"Small ribosomal subunit protein eS7 (40S ribosomal protein S7)","ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]; translation [GO:0006412]","GO:0003735; GO:0005634; GO:0005813; GO:0006364; GO:0006412; GO:0022627; GO:0030686; GO:0032040; GO:0042274","90S preribosome [GO:0030686]; centrosome [GO:0005813]; cytosolic small ribosomal subunit [GO:0022627]; nucleus [GO:0005634]; small-subunit processome [GO:0032040]","structural constituent of ribosome [GO:0003735]"
"Porites_compressa_HIv1___RNAseq.g9687.t1",0.0385761621085713,"Other","unclassified",TRUE,6,0.537086810897463,TRUE,"Sustained Up (12h)","ME0",0.202340249220842,FALSE,1,0,0,FALSE,TRUE,FALSE,"Q9ULC3",2.32e-110,"Ras-related protein Rab-23 (EC 3.6.5.2)","autophagosome assembly [GO:0000045]; cellular defense response [GO:0006968]; cilium assembly [GO:0060271]; craniofacial suture morphogenesis [GO:0097094]; GTP metabolic process [GO:0046039]; intracellular protein transport [GO:0006886]; negative regulation of protein import into nucleus [GO:0042308]","GO:0000045; GO:0003924; GO:0005525; GO:0005737; GO:0005776; GO:0005813; GO:0005829; GO:0005886; GO:0005929; GO:0006886; GO:0006968; GO:0010008; GO:0012505; GO:0030054; GO:0030670; GO:0036064; GO:0042308; GO:0045335; GO:0046039; GO:0060271; GO:0097094","autophagosome [GO:0005776]; cell junction [GO:0030054]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cilium [GO:0005929]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; endosome membrane [GO:0010008]; phagocytic vesicle [GO:0045335]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]","GTP binding [GO:0005525]; GTPase activity [GO:0003924]"
"Porites_compressa_HIv1___TS.g4332.t1",0.0252386695122484,"Other","unclassified",TRUE,1,0.974826513807991,TRUE,"Gradual Down","ME2",0.727456589309398,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q4R707",2.8e-49,"Protein spire homolog 1","actin cytoskeleton organization [GO:0030036]; actin filament network formation [GO:0051639]; actin filament polymerization [GO:0030041]; actin nucleation [GO:0045010]; cleavage furrow formation [GO:0036089]; establishment of meiotic spindle localization [GO:0051295]; formin-nucleated actin cable assembly [GO:0070649]; Golgi vesicle transport [GO:0048193]; intracellular transport [GO:0046907]; polar body extrusion after meiotic divisions [GO:0040038]; positive regulation of double-strand break repair [GO:2000781]; protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]","GO:0003779; GO:0005829; GO:0005856; GO:0005938; GO:0008017; GO:0015031; GO:0016192; GO:0030036; GO:0030041; GO:0030659; GO:0032154; GO:0036089; GO:0040038; GO:0045010; GO:0046907; GO:0048193; GO:0048471; GO:0051295; GO:0051639; GO:0070649; GO:2000781","cell cortex [GO:0005938]; cleavage furrow [GO:0032154]; cytoplasmic vesicle membrane [GO:0030659]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; perinuclear region of cytoplasm [GO:0048471]","actin binding [GO:0003779]; microtubule binding [GO:0008017]"
"Porites_compressa_HIv1___RNAseq.g9689.t1",0.0261413921818347,"Other","unclassified",TRUE,4,0.578588730753915,TRUE,"U-shaped Dip (12h)","ME3",0.909330077229415,TRUE,0,0,0,FALSE,FALSE,FALSE,"E7FAM5",5.85e-63,"E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)","fibroblast growth factor receptor signaling pathway [GO:0008543]; G1/S transition of mitotic cell cycle [GO:0000082]; miRNA-mediated gene silencing by inhibition of translation [GO:0035278]; neural tube development [GO:0021915]; protein autoubiquitination [GO:0051865]; regulation of neural precursor cell proliferation [GO:2000177]; stem cell proliferation [GO:0072089]","GO:0000082; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0021915; GO:0035198; GO:0035278; GO:0051865; GO:0072089; GO:2000177","P-body [GO:0000932]","miRNA binding [GO:0035198]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]"
"Porites_compressa_HIv1___RNAseq.g9690.t1",0.985295375853605,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",-0.0829303870335261,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q9EP86",1.8e-27,"Neuropeptide FF receptor 1 (G-protein coupled receptor 147) (RFamide-related peptide receptor OT7T022)","cellular response to hormone stimulus [GO:0032870]; G protein-coupled receptor signaling pathway [GO:0007186]; neuropeptide signaling pathway [GO:0007218]","GO:0004930; GO:0005886; GO:0005929; GO:0007186; GO:0007218; GO:0008188; GO:0032870","cilium [GO:0005929]; plasma membrane [GO:0005886]","G protein-coupled receptor activity [GO:0004930]; neuropeptide receptor activity [GO:0008188]"
"Porites_compressa_HIv1___RNAseq.g9691.t1",0.131775716818715,"Other",NA,FALSE,NA,NA,NA,NA,"ME10",0.91963771860484,TRUE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Porites_compressa_HIv1___RNAseq.g9692.t1",1,"Other",NA,FALSE,NA,NA,NA,NA,"ME10",0.699976988263592,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Porites_compressa_HIv1___RNAseq.g9693.t1",0.434423200493204,"Other",NA,FALSE,NA,NA,NA,NA,"ME10",0.869806438548275,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Porites_compressa_HIv1___TS.g4339.t2",0.579242388432324,"Other",NA,FALSE,NA,NA,NA,NA,"ME5",0.795515077831449,FALSE,0,1,0,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Porites_compressa_HIv1___RNAseq.g9696.t1",0.801838497230269,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",0.337612596369041,FALSE,0,0,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
"Porites_compressa_HIv1___RNAseq.g9697.t1",0.257185542728557,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",-0.717245447736324,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q5RBR7",2.16e-82,"Acyl-protein thioesterase 1 (APT-1) (EC 3.1.2.-) (Lysophospholipase 1) (Lysophospholipase I) (LPL-I) (LysoPLA I) (Palmitoyl-protein hydrolase) (EC 3.1.2.22)","fatty acid metabolic process [GO:0006631]; protein depalmitoylation [GO:0002084]","GO:0002084; GO:0004620; GO:0004622; GO:0005737; GO:0005783; GO:0005886; GO:0006631; GO:0008474; GO:0031965","cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; nuclear membrane [GO:0031965]; plasma membrane [GO:0005886]","lysophospholipase activity [GO:0004622]; palmitoyl-(protein) hydrolase activity [GO:0008474]; phospholipase activity [GO:0004620]"
"Porites_compressa_HIv1___TS.g4342.t1",0.0541085045544764,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",-0.244576377567132,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q99575",1.05e-147,"Ribonucleases P/MRP protein subunit POP1 (hPOP1)","tRNA 5'-leader removal [GO:0001682]; tRNA decay [GO:0016078]; tRNA processing [GO:0008033]","GO:0000172; GO:0001682; GO:0003723; GO:0004526; GO:0005615; GO:0005654; GO:0005655; GO:0005730; GO:0008033; GO:0016078; GO:0030681; GO:0033204","extracellular space [GO:0005615]; multimeric ribonuclease P complex [GO:0030681]; nucleolar ribonuclease P complex [GO:0005655]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; ribonuclease MRP complex [GO:0000172]","ribonuclease P activity [GO:0004526]; ribonuclease P RNA binding [GO:0033204]; RNA binding [GO:0003723]"
"Porites_compressa_HIv1___TS.g4343.t2",0.568627562710493,"Other",NA,FALSE,NA,NA,NA,NA,"ME0",-0.297097989104011,FALSE,0,0,0,FALSE,FALSE,FALSE,"Q00174",2.48e-180,"Laminin subunit alpha (Laminin A chain)","animal organ morphogenesis [GO:0009887]; axon guidance [GO:0007411]; basement membrane organization [GO:0071711]; cell adhesion mediated by integrin [GO:0033627]; dorsal trunk growth, open tracheal system [GO:0035001]; heart development [GO:0007507]; melanotic encapsulation of foreign target [GO:0035011]; mesoderm development [GO:0007498]; negative regulation of synaptic assembly at neuromuscular junction [GO:0045886]; regulation of cell adhesion [GO:0030155]; regulation of cell migration [GO:0030334]; regulation of embryonic development [GO:0045995]; substrate adhesion-dependent cell spreading [GO:0034446]; tissue development [GO:0009888]","GO:0005102; GO:0005201; GO:0005576; GO:0005604; GO:0007411; GO:0007498; GO:0007507; GO:0008021; GO:0009887; GO:0009888; GO:0030155; GO:0030334; GO:0030424; GO:0031012; GO:0033627; GO:0034446; GO:0035001; GO:0035011; GO:0036062; GO:0045886; GO:0045995; GO:0071711","axon [GO:0030424]; basement membrane [GO:0005604]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; presynaptic periactive zone [GO:0036062]; synaptic vesicle [GO:0008021]","extracellular matrix structural constituent [GO:0005201]; signaling receptor binding [GO:0005102]"
"Porites_compressa_HIv1___RNAseq.g9700.t1",0.0975568457210169,"Transient",NA,FALSE,NA,NA,NA,NA,"ME3",0.809911226794599,FALSE,0,0,0,FALSE,FALSE,FALSE,"P35659",2.98e-30,"Protein DEK","chromatin remodeling [GO:0006338]; positive regulation of transcription by RNA polymerase I [GO:0045943]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription by RNA polymerase III [GO:0045945]; regulation of double-strand break repair [GO:2000779]; regulation of double-strand break repair via nonhomologous end joining [GO:2001032]; regulation of transcription by RNA polymerase II [GO:0006357]; signal transduction [GO:0007165]; transcription by RNA polymerase II [GO:0006366]; viral genome replication [GO:0019079]","GO:0003677; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0006338; GO:0006357; GO:0006366; GO:0007165; GO:0019079; GO:0042393; GO:0043292; GO:0045943; GO:0045944; GO:0045945; GO:0110016; GO:2000779; GO:2001032","B-WICH complex [GO:0110016]; contractile muscle fiber [GO:0043292]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","DNA binding [GO:0003677]; histone binding [GO:0042393]; RNA binding [GO:0003723]"
